"","SRR3191542","SRR3191543","SRR3191544","SRR3191545","SRR3194428","SRR3194429","SRR3194430","SRR3194431"
"TIMM13",36.6275113368573,34.7124573007358,26.3572203019026,27.9599701927435,27.5583916699175,30.3404669591528,19.8649778258186,20.3228093406571
"LMNB2",239.501696936995,237.299849344013,162.022308950186,153.29776760849,218.149911236945,215.264589655182,150.769574647771,154.820769010972
"MIR7108",0,0,0,0,0,0,0.0200251792598978,0
"GADD45B",7.61925674425855,6.96210301794418,27.4512935974532,21.9823213929156,5.02754442626873,4.83369141487281,25.0715244333921,21.1265362637339
"GNG7",22.9495685068029,24.5144472462823,14.7202588855909,13.1122618834935,19.6963880403615,20.6888290525826,12.5958377544757,12.5381399999986
"MIR7850",0,0,0,0,0,0,0,0
"DIRAS1",56.5477368007622,55.5987663545683,55.8971992817707,56.3055951467662,46.5513372802661,50.2892846224877,48.4809589882126,46.6620887912037
"SLC39A3",25.0609288094287,31.4765502642265,21.6825434936406,29.5990029281802,23.5446319221968,25.2706016966477,22.4882763088652,21.7465541758218
"SGTA",122.734292374382,134.731402065568,138.54946370019,128.5194491963,103.799137393375,115.961359187421,114.724251979955,113.578096043944
"THOP1",51.8660248253744,67.5618166107541,60.6713372987191,56.2091814564464,49.5513123494388,54.0208314150769,52.3057682268531,49.5555057142803
"ZNF554",10.4650032391021,11.2766457332899,8.05635790360041,8.96647319974188,9.49647280517427,9.77759729197398,10.4731687529266,9.66768670329564
"ZNF555",23.2249633288845,20.1999045309366,48.7359922563481,40.4937499343182,23.9170426204389,22.3735358323591,47.3995993081781,47.8561973626321
"ZNF556",0,0,1.1935345042371,0.771309522558441,0.124136899414043,0.125959385403852,0.64080573631673,0.59705428571422
"ZNF57",4.22272060525172,2.3533869356431,3.87898713877057,3.47089285151299,3.88962284830667,4.18814956467807,4.30541354087803,3.72010747252706
"ZNF77",10.6485997871565,12.3552814121263,13.5267243813538,14.6548809286104,13.3033377205383,13.9027671639501,14.9387837278838,13.7322485714271
"TLE6",2.75394822081634,6.56987186200367,6.56443977330404,4.14578868375162,4.44823889566987,5.06986526250503,4.84609338089527,4.13345274725229
"TLE2",1.46877238443538,1.37280904579181,1.88976296504207,1.15696428383766,1.15861106119773,1.76343139565392,1.54193880301213,1.9289446153844
"AES",236.931345264233,261.71623880131,218.11843064933,231.489270457852,208.3224067,228.679264200693,191.801166951301,192.802607032946
"GNA11",64.8095814632112,63.8356206293192,67.3352382807096,71.4425445269756,54.7443726415929,60.7754034573584,62.1982067812426,59.6135740659275
"GNA15",0,0,0,0,0.0413789664713476,0.0314898463509629,0,0.0459272527472477
"LOC100996351",0,0,0,0,0.0413789664713476,0,0,0
"S1PR4",0,0.0980577889851293,0,0,0,0.0472347695264443,0.0200251792598978,0
